block line confidence X1 Y1 X2 Y2 token
0 0 0.9907512068748474 144 366 205 415 A
0 0 0.9632512331008911 200 370 357 410 remark
0 0 0.999833345413208 372 381 426 410 on
0 0 0.9996761083602905 438 370 512 412 the
0 0 0.9775981903076172 528 372 717 410 Gaussian
0 0 0.9989878535270691 730 374 845 408 lower
0 0 0.9992200136184692 860 370 998 410 bound
0 0 0.6862972378730774 1009 370 1073 412 for
0 1 0.9999741315841675 146 426 220 466 the
0 1 0.996183454990387 239 428 449 466 Neumann
0 1 0.9778025150299072 467 426 561 466 heat
0 1 0.9987928867340088 583 424 720 464 kernel
0 1 0.9995228052139282 735 422 788 468 of
0 1 0.9999730587005615 801 424 875 466 the
0 1 0.9900144338607788 894 426 1071 471 Laplace-
1 0 0.9676464200019836 147 480 337 520 Beltrami
1 0 0.9995504021644592 351 486 531 526 operator
2 0 0.9913153648376465 146 574 262 607 Mourad
2 0 0.9829291105270386 271 576 375 603 Choulli
2 0 0.9944010376930237 383 576 438 605 and
2 0 0.9988468885421753 447 574 562 607 Laurent
2 0 0.998508870601654 569 576 672 610 Kayser
3 0 0.9438210725784302 211 681 317 706 Abstract.
3 0 0.9224046468734741 326 681 368 708 We
3 0 0.9999758005142212 374 683 442 710 adapt
3 0 0.9999781847000122 448 683 475 706 in
3 0 0.9998786449432373 480 681 523 708 the
3 0 0.955799400806427 529 686 612 708 present
3 0 0.9998880624771118 620 685 673 706 note
3 0 0.9999479055404663 679 681 721 708 the
3 0 0.9865571856498718 727 683 872 710 perturbation
3 0 0.9996944665908813 881 683 968 704 method
3 0 0.9983574748039246 974 681 1011 708 in-
3 1 0.9943487048149109 209 714 313 739 troduced
3 1 0.9999568462371826 318 712 346 741 in
3 1 0.9837305545806885 351 708 385 746 [3]
3 1 0.6898069381713867 387 712 418 741 to
3 1 0.9994685053825378 422 714 462 742 get
3 1 0.9994033575057983 466 715 486 741 a
3 1 0.9999370574951172 490 712 554 739 lower
3 1 0.9996614456176758 560 714 665 739 Gaussian
