token X1 Y1 X2 Y2 R G B "font name" label
8 1547 77 1560 105 0 0 0 ANDGRA+CMR10 paragraph
in 149 149 171 176 0 0 0 ANDGRA+CMR10 paragraph
Fig. 183 149 229 176 0 0 0 ANDGRA+CMR10 paragraph
10 241 149 268 176 0 0 255 ANDGRA+CMR10 paragraph
(a). 273 149 316 176 0 0 0 ANDGRA+CMR10 paragraph
Even 333 149 392 176 0 0 0 ANDGRA+CMR10 paragraph
if 404 149 419 176 0 0 0 ANDGRA+CMR10 paragraph
the 431 149 469 176 0 0 0 ANDGRA+CMR10 paragraph
entire 479 149 549 176 0 0 0 ANDGRA+CMR10 paragraph
Fermi 559 149 629 176 0 0 0 ANDGRA+CMR10 paragraph
surface 639 149 724 176 0 0 0 ANDGRA+CMR10 paragraph
is 734 149 753 176 0 0 0 ANDGRA+CMR10 paragraph
taken 763 149 829 176 0 0 0 ANDGRA+CMR10 paragraph
on 907 149 936 176 0 0 0 ANDGRA+CMR10 paragraph
the 952 149 991 176 0 0 0 ANDGRA+CMR10 paragraph
Fermi 1006 149 1076 176 0 0 0 ANDGRA+CMR10 paragraph
surface 1093 149 1176 176 0 0 0 ANDGRA+CMR10 paragraph
of 1191 149 1215 176 0 0 0 ANDGRA+CMR10 paragraph
the 1230 149 1269 176 0 0 0 ANDGRA+CMR10 paragraph
hole 1285 149 1334 176 0 0 0 ANDGRA+CMR10 paragraph
and 1349 149 1394 176 0 0 0 ANDGRA+CMR10 paragraph
the 1411 149 1448 176 0 0 0 ANDGRA+CMR10 paragraph
electron 1465 149 1560 176 0 0 0 ANDGRA+CMR10 paragraph
into 149 180 195 209 0 0 0 ANDGRA+CMR10 paragraph
account 204 180 297 209 0 0 0 ANDGRA+CMR10 paragraph
the 304 180 343 209 0 0 0 ANDGRA+CMR10 paragraph
selection 351 180 455 209 0 0 0 ANDGRA+CMR10 paragraph
rules 462 180 520 209 0 0 0 ANDGRA+CMR10 paragraph
still 528 180 572 209 0 0 0 ANDGRA+CMR10 paragraph
work 581 180 639 209 0 0 0 ANDGRA+CMR10 paragraph
in 647 180 669 209 0 0 0 ANDGRA+CMR10 paragraph
the 678 180 717 209 0 0 0 ANDGRA+CMR10 paragraph
Fe-based 724 180 829 209 0 0 0 ANDGRA+CMR10 paragraph
bands 878 180 950 209 0 0 0 ANDGRA+CMR10 paragraph
(i) 967 180 997 209 0 0 0 ANDGRA+CMR10 paragraph
are 1014 180 1050 209 0 0 0 ANDGRA+CMR10 paragraph
predomininantly 1067 180 1266 209 0 0 0 ANDGRA+CMR10 paragraph
negative 1281 180 1382 209 0 0 0 ANDGRA+CMR10 paragraph
and 1399 180 1443 209 0 0 0 ANDGRA+CMR10 paragraph
positive, 1460 180 1560 209 0 0 0 ANDGRA+CMR10 paragraph
materials. 149 213 268 239 0 0 0 ANDGRA+CMR10 paragraph
For 280 213 319 239 0 0 0 ANDGRA+CMR10 paragraph
instance, 329 213 435 239 0 0 0 ANDGRA+CMR10 paragraph
in 443 213 467 239 0 0 0 ANDGRA+CMR10 paragraph
either 476 213 545 239 0 0 0 ANDGRA+CMR10 paragraph
case 554 213 603 239 0 0 0 ANDGRA+CMR10 paragraph
full 612 213 651 239 0 0 0 ANDGRA+CMR10 paragraph
cancellation 659 213 802 239 0 0 0 ANDGRA+CMR10 paragraph
is 810 213 829 239 0 0 0 ANDGRA+CMR10 paragraph
respectively, 878 213 1026 239 0 0 0 ANDGRA+CMR10 paragraph
as 1043 213 1067 239 0 0 0 ANDGRA+CMR10 paragraph
expected 1082 213 1190 239 0 0 0 ANDGRA+CMR10 paragraph
already 1205 213 1293 239 0 0 0 ANDGRA+CMR10 paragraph
for 1309 213 1341 239 0 0 0 ANDGRA+CMR10 paragraph
simple 1356 213 1433 239 0 0 0 ANDGRA+CMR10 paragraph
parabolic 1448 213 1560 239 0 0 0 ANDGRA+CMR10 paragraph
≈ 1200 224 1222 272 0 0 0 OEJXYL+CMSY10 paragraph
− 1244 224 1266 272 0 0 0 OEJXYL+CMSY10 paragraph
found 149 244 217 272 0 0 0 ANDGRA+CMR10 paragraph
for 226 244 260 272 0 0 0 ANDGRA+CMR10 paragraph
B 268 244 290 272 0 0 0 ONUYZI+CMMI10 paragraph
symmetry24. 323 242 474 272 0 0 255 ANDGRA+CMR10 paragraph
bands 878 244 950 272 0 0 0 ANDGRA+CMR10 paragraph
with 969 244 1021 272 0 0 0 ANDGRA+CMR10 paragraph
masses 1040 244 1122 272 0 0 0 ANDGRA+CMR10 paragraph
m 1140 244 1164 272 0 0 0 ONUYZI+CMMI10 paragraph
m 1266 244 1290 272 0 0 0 ONUYZI+CMMI10 paragraph
although 1320 244 1426 272 0 0 0 ANDGRA+CMR10 paragraph
there 1443 244 1506 272 0 0 0 ANDGRA+CMR10 paragraph
are 1523 244 1560 272 0 0 0 ANDGRA+CMR10 paragraph
2g 290 255 312 275 0 0 0 JZNBWA+CMMI7 paragraph
h 1164 255 1178 275 0 0 0 JZNBWA+CMMI7 paragraph
e 1290 255 1300 275 0 0 0 JZNBWA+CMMI7 paragraph
