token X1 Y1 X2 Y2 R G B "font name" label
In 287 383 315 414 0 0 0 KBZHBA+CMR10 paragraph
(3.20) 325 383 401 414 0 0 255 KBZHBA+CMR10 paragraph
and 413 383 461 414 0 0 0 KBZHBA+CMR10 paragraph
(3.21) 471 383 549 414 0 0 255 KBZHBA+CMR10 paragraph
we 559 383 593 414 0 0 0 KBZHBA+CMR10 paragraph
replaced 603 383 712 414 0 0 0 KBZHBA+CMR10 paragraph
T 724 383 740 414 0 0 0 BLCAZG+CMMI10 paragraph
with 755 383 815 414 0 0 0 KBZHBA+CMR10 paragraph
r 825 383 838 414 0 0 0 BLCAZG+CMMI10 paragraph
by 863 383 894 414 0 0 0 KBZHBA+CMR10 paragraph
using 906 383 974 414 0 0 0 KBZHBA+CMR10 paragraph
(3.19) 985 383 1063 414 0 0 255 KBZHBA+CMR10 paragraph
to 1073 383 1099 414 0 0 0 KBZHBA+CMR10 paragraph
simplify 1109 383 1214 414 0 0 0 KBZHBA+CMR10 paragraph
the 1225 383 1266 414 0 0 0 KBZHBA+CMR10 paragraph
expression. 1276 383 1422 414 0 0 0 KBZHBA+CMR10 paragraph
h 838 395 851 416 0 0 0 YFXSEN+CMMI8 paragraph
Thus, 287 425 362 456 0 0 0 KBZHBA+CMR10 paragraph
the 372 425 415 456 0 0 0 KBZHBA+CMR10 paragraph
diﬀusivities 425 425 575 456 0 0 0 KBZHBA+CMR10 paragraph
are 585 425 625 456 0 0 0 KBZHBA+CMR10 paragraph
and 287 718 335 748 0 0 0 KBZHBA+CMR10 paragraph
the 345 718 388 748 0 0 0 KBZHBA+CMR10 paragraph
butterﬂy 398 718 514 748 0 0 0 KBZHBA+CMR10 paragraph
velocities 524 718 645 748 0 0 0 KBZHBA+CMR10 paragraph
(3.15) 654 718 732 748 0 0 255 KBZHBA+CMR10 paragraph
are 742 718 782 748 0 0 0 KBZHBA+CMR10 paragraph
− 770 881 788 921 0 0 0 ENOBYW+CMSY8 paragraph
Finally, 287 902 387 933 0 0 0 KBZHBA+CMR10 paragraph
