token X1 Y1 X2 Y2 R G B "font name" label
Extrapolating 210 123 397 156 0 0 0 HRDSUT+CMTI12 paragraph
entanglement 409 123 596 156 0 0 0 HRDSUT+CMTI12 paragraph
entropy 608 123 714 156 0 0 0 HRDSUT+CMTI12 paragraph
and 725 123 776 156 0 0 0 HRDSUT+CMTI12 paragraph
negativity 788 123 923 156 0 0 0 HRDSUT+CMTI12 paragraph
of 935 123 962 156 0 0 0 HRDSUT+CMTI12 paragraph
disjoint 974 123 1079 156 0 0 0 HRDSUT+CMTI12 paragraph
intervals 1089 123 1210 156 0 0 0 HRDSUT+CMTI12 paragraph
in 1222 123 1251 156 0 0 0 HRDSUT+CMTI12 paragraph
CFT 1263 123 1331 156 0 0 0 HRDSUT+CMTI12 paragraph
28 1426 123 1458 156 0 0 0 DAUFOB+CMR12 paragraph
[31] 198 200 241 228 0 0 0 RAAHYS+CMR10 reference
L. 256 200 280 228 0 0 0 RAAHYS+CMR10 reference
J. 290 200 312 228 0 0 0 RAAHYS+CMR10 reference
Dixon, 321 200 401 228 0 0 0 RAAHYS+CMR10 reference
D. 411 200 440 228 0 0 0 RAAHYS+CMR10 reference
Friedan, 448 200 547 228 0 0 0 RAAHYS+CMR10 reference
E. 557 200 583 228 0 0 0 RAAHYS+CMR10 reference
J. 593 200 615 228 0 0 0 RAAHYS+CMR10 reference
Martinec 623 200 732 228 0 0 0 RAAHYS+CMR10 reference
and 741 200 785 228 0 0 0 RAAHYS+CMR10 reference
S. 795 200 817 228 0 0 0 RAAHYS+CMR10 reference
H. 827 200 856 228 0 0 0 RAAHYS+CMR10 reference
Shenker, 865 200 969 228 0 0 0 RAAHYS+CMR10 reference
Nucl. 977 200 1042 228 0 0 0 RAAHYS+CMR10 reference
Phys. 1050 200 1116 228 0 0 0 RAAHYS+CMR10 reference
B 1127 200 1145 228 0 0 0 RAAHYS+CMR10 reference
282 1156 198 1203 226 0 0 0 TYYATT+CMBX10 reference
(1987) 1212 200 1288 228 0 0 0 RAAHYS+CMR10 reference
13; 1298 200 1334 228 0 0 0 RAAHYS+CMR10 reference
